date,V37331,V37323_G6,V37332,V37333,V37334,V37335,V37342,V42141675,V42141674,V37319,V37346,V37295_G6,V37298,V37301,V37294,V37312,V42141668
01/10/1972,4070,,5630,3455,1838,3563,18555,,,319,55,9396,32,,51,28090,
01/11/1972,4110,,5630,3455,1838,3563,18595,,,319,54,11163,33,,37,29882,
01/12/1972,4160,,5856,3004,2063,3559,18642,,,322,54,11111,33,,32,29873,
01/01/1973,4200,,5856,3212,1855,3559,18682,,,322,54,11096,33,,27,29894,
01/02/1973,4240,,5596,3212,2095,3559,18702,,,322,54,11059,34,,28,29878,
01/03/1973,4290,,5607,3212,2095,3560,18764,,,334,53,11004,34,,24,29881,
01/04/1973,4330,,5777,3001,2095,3576,18778,,,333,53,10960,35,,29,29858,
01/05/1973,4370,,5774,3001,2095,3578,18818,,,333,52,10890,36,,24,29823,
01/06/1973,4420,,6059,2629,2095,3577,18780,,,245,52,10803,37,,22,29697,
01/07/1973,4460,,5883,2754,1970,3578,18645,,,245,51,10704,38,,21,29463,
01/08/1973,4510,,6233,2404,1970,3578,18695,,,245,50,10626,39,,20,29435,
01/09/1973,4550,,6182,2404,3963,1638,18737,,,247,50,10483,39,,19,29333,
01/10/1973,4590,,6102,2434,3963,1638,18726,,,246,50,10339,40,,25,29184,
01/11/1973,4650,,6100,2434,3963,1639,18786,,,244,50,10860,40,,21,29762,
01/12/1973,4690,,5699,2432,4438,1634,18893,,,244,51,10726,41,,23,29737,
01/01/1974,4745,,5699,2432,4438,1634,18948,,,244,50,10631,41,,19,29693,
01/02/1974,4830,,5508,2432,4763,1650,19182,,,238,51,10530,41,,18,29827,
01/03/1974,4905,,5290,2432,4756,1861,19245,,,238,51,10421,42,,17,29781,
01/04/1974,4965,,5560,2307,4826,1791,19449,,,238,51,10327,43,,19,29894,
01/05/1974,5090,,5634,2233,4826,1791,19574,,,238,50,10010,44,,17,29701,
01/06/1974,5150,,5635,2818,4241,1941,19784,,,238,52,9725,46,,27,29636,
01/07/1974,5210,,6285,2168,4241,1941,19844,,,238,50,9516,46,,20,29482,
01/08/1974,5435,,6535,2168,4241,1941,20319,,,238,49,9333,47,,16,29771,
01/09/1974,5495,,6991,1668,4241,1943,20338,,,196,48,9214,48,,15,29670,
01/10/1974,5555,,6852,2336,3898,1942,20583,,,196,48,9188,48,,18,29892,
01/11/1974,5630,,6852,2336,3898,1942,20658,,,196,47,13320,49,,15,34097,
01/12/1974,5630,,6325,3086,3673,1938,20652,,,196,47,13171,49,,20,33947,
01/01/1975,5630,,6533,2878,3757,1854,20652,,,196,47,13079,50,,16,33851,
01/02/1975,5630,,6533,2878,3757,1854,20651,,,196,46,13000,50,,14,33772,
01/03/1975,5630,,6533,2878,3750,1910,20701,,,198,46,12935,51,,13,33700,
01/04/1975,5640,,6708,3003,3550,1909,20810,,,198,49,12880,52,,16,33759,
01/05/1975,5715,,6708,3003,3550,1909,20885,,,197,45,12820,54,,13,33772,
01/06/1975,5795,,6587,3003,3550,2030,20964,,,193,45,12761,55,,13,33793,
01/07/1975,5855,,6902,2753,3550,2130,21189,,,193,46,12700,56,,13,33959,
01/08/1975,5980,,6977,3281,3247,2229,21714,,,193,46,12652,57,,12,34435,
01/09/1975,6040,,6948,3281,3247,2229,21745,,,163,45,12597,58,,12,34411,
01/10/1975,6140,,7142,3056,3247,2378,21963,,,162,44,12618,58,,25,34665,
01/11/1975,6200,,7142,3056,3247,2378,22023,,,162,43,15945,59,,19,38046,
01/12/1975,6200,,6957,3856,2561,2431,22005,,,165,45,15835,59,,20,37920,
01/01/1976,6240,,6957,3856,2561,2431,22045,,,165,44,15752,60,,16,37874,
01/02/1976,6395,,6931,4306,2261,2706,22600,,,165,45,15658,60,,15,38334,
01/03/1976,6495,,6931,4301,2261,2696,22684,,,160,46,15540,62,,13,38299,
01/04/1976,6645,,6957,4226,2274,2946,23048,,,159,48,15447,63,,18,38575,
01/05/1976,6815,,6970,4226,2261,2945,23217,,,159,47,15330,64,,16,38627,
01/06/1976,6935,,7210,3941,2284,3243,23613,,,157,49,15212,65,,25,38916,
01/07/1976,7085,,7210,3941,2284,3243,23763,,,157,48,15117,66,,19,38966,
01/08/1976,7255,,6997,4342,2298,3393,24284,,,157,49,15033,67,,19,39404,
01/09/1976,7375,,6920,4342,2374,3393,24404,,,157,48,14962,68,,17,39451,
01/10/1976,7525,,7157,3699,3021,3457,24859,,,157,52,14932,69,,18,39877,
01/11/1976,7695,,7089,3699,3089,3457,25029,,,157,51,16710,70,,16,41824,
01/12/1976,7845,,7011,3775,3086,3758,25476,,,162,54,16590,70,,16,42152,
01/01/1977,7965,,7011,3774,3088,3758,25596,,,162,53,16517,70,,14,42197,
01/02/1977,8135,,7244,4367,2805,4058,26609,,,162,55,16433,71,,15,43127,
01/03/1977,8255,,7244,4359,2805,4050,26713,,,170,53,16331,72,,13,43129,
01/04/1977,8430,,7244,4584,2680,4224,27162,,,169,55,16263,74,,15,43512,
01/05/1977,8650,,7300,4584,2955,4424,27913,,,169,55,16180,75,,13,44181,
01/06/1977,8850,,7300,4584,2955,4425,28114,,,170,54,16100,77,,12,44302,
01/07/1977,9010,,6776,5185,2904,4750,28625,,,170,57,16033,78,,19,44754,
01/08/1977,9035,,7066,4895,2904,4750,28650,,,170,56,15976,79,,15,44719,
01/09/1977,9465,,6690,5195,3105,5128,29582,,,172,59,15919,80,,21,45602,
01/10/1977,9780,,7145,4995,3340,5291,30551,,,175,60,15910,80,,15,46556,
01/11/1977,9915,,7140,4995,3345,5291,30686,,,175,59,18299,81,,13,49080,
01/12/1977,10315,,7729,4420,3700,5665,31828,,,174,61,18250,82,,12,50172,
01/01/1978,10680,,7521,4420,3700,5665,31985,,,174,60,18207,82,,24,50298,
01/02/1978,10820,,8065,3995,3825,5965,32670,,,174,61,18137,82,,18,50906,
01/03/1978,11295,,8056,3995,3827,5948,33121,,,181,60,18036,84,,13,52104,
01/04/1978,11620,,8153,4505,4112,6458,34848,,,1037,62,17962,85,,12,54439,
01/05/1978,11595,,8153,5169,4384,6808,36108,,,1622,63,17846,87,,11,54950,
01/06/1978,11950,,8928,4400,4639,6540,36457,,,1615,61,17738,88,,11,55633,
01/07/1978,12285,,8353,4825,4639,6990,37092,,,1615,64,17660,89,,15,56420,
01/08/1978,12505,,8404,5074,4639,7440,38062,,,1615,66,17577,90,,12,57641,
01/09/1978,12770,,8404,7124,2706,7455,38459,,,1747,65,17502,91,,11,58796,
01/10/1978,12895,,8030,7591,3055,8314,39884,,,2621,69,17380,92,,14,60455,
01/11/1978,12985,,8030,7591,3055,8314,39974,,,2621,68,20378,93,,13,63544,
01/12/1978,13135,,7774,7799,2971,8878,40556,,,2683,71,20183,94,,14,64310,
01/01/1979,13260,,7774,7798,2971,8878,40681,,,2683,70,19922,94,,10,64170,
01/02/1979,13385,,8467,7331,3096,9228,41506,,,2683,72,19690,94,,10,64763,
01/03/1979,13535,,8542,7461,3992,10312,43843,,,3319,77,19443,96,,9,67287,
01/04/1979,13685,,8892,7179,3598,10312,43666,,,3317,76,19295,97,,11,64764,
01/05/1979,13835,,8892,7489,3288,11162,44666,,,3317,79,19115,103,,9,65588,
01/06/1979,14010,,8407,8456,2709,11668,45250,,,3362,81,18934,105,,11,66009,
01/07/1979,14160,,9407,7955,2710,12168,46400,,,3362,82,18789,106,,10,67013,
01/08/1979,14385,,9407,8155,2710,12968,47625,,,3362,84,18560,108,,9,68010,
01/09/1979,14535,,9407,8174,2738,12963,47816,,,3402,83,18372,109,,9,68034,
01/10/1979,14685,,9115,7999,3137,13363,48299,,,3402,86,18184,110,,26,68346,
01/11/1979,14985,,9115,7999,3137,13363,48599,,,3402,85,19183,111,,18,69406,
01/12/1979,15260,,9165,8358,3249,14117,50148,,,3406,86,18854,112,,15,70600,
01/01/1980,15560,,9165,8430,3176,14117,50448,,,3406,85,18652,112,,13,70347,
01/02/1980,15965,,9396,8205,3226,14717,51509,,,3406,87,18445,112,,16,71204,
01/03/1980,16325,,9546,9323,2846,14984,53025,,,3312,86,18182,113,,12,72721,
01/04/1980,16745,,9386,9024,2845,14794,52795,,,3311,85,17481,115,,18,72157,
01/05/1980,17970,,10853,8208,3195,14894,55120,,,3311,83,16749,126,,10,73393,
01/06/1980,18625,,10790,8255,3797,15476,56943,,,3345,84,16504,128,,13,74710,
01/07/1980,18740,,10790,8980,3497,15951,57958,,,3345,84,16403,129,,10,75623,
01/08/1980,19390,,10773,8980,3947,16401,59491,,,3345,84,16348,130,,17,77103,
01/09/1980,19785,,12766,7002,3955,16413,59921,,,3380,83,16289,132,,13,77496,
01/10/1980,20260,,12936,7927,3335,16788,61246,,,3379,83,16176,133,,15,78712,
01/11/1980,20460,,12936,7927,3335,16788,61446,,,3379,82,17749,134,,14,80485,
01/12/1980,20735,,12677,8968,3206,17202,62788,,,3352,82,17523,134,,19,82659,
01/01/1981,21015,,12677,8968,3206,17202,63068,,,3352,81,16913,135,,15,81609,
01/02/1981,21350,,13177,8693,3206,17702,64128,,,3352,82,16410,135,,16,82167,
01/03/1981,21770,,13312,9515,3188,18197,65981,,,3236,81,15966,136,,13,83497,
01/04/1981,22035,,13604,9122,3187,18075,66024,,,3235,80,15768,138,,13,82989,
01/05/1981,22235,,13885,9342,3187,18075,66724,,,3235,79,15334,141,,12,83611,
01/06/1981,22390,,14296,8807,3181,18335,67009,,,3165,80,14874,143,,18,83385,
01/07/1981,22795,,14546,9607,3181,18685,68814,,,3165,79,14676,144,,12,85828,
01/08/1981,22810,,14995,9157,3181,18685,68828,,,3165,78,14417,146,,11,86183,
01/09/1981,22890,,15016,9171,3190,18688,68955,,,3212,77,14245,147,,10,85322,
01/10/1981,22760,,16192,8906,2779,18688,69324,,,3211,76,14251,148,,10,85457,
01/11/1981,21975,,16192,9265,2779,18688,68899,,,3570,76,25772,149,,9,96311,
01/12/1981,20700,,16594,8581,2788,18676,67338,,,3590,78,25592,150,,14,94148,
01/01/1982,19915,,16663,8512,2788,18676,66553,,,3590,78,25464,151,,9,93231,
01/02/1982,19365,,16345,8562,2787,18676,65735,,,3590,79,25306,152,,20,92267,
01/03/1982,19375,,17729,8057,2785,18901,66847,,,3867,78,25108,154,,11,92670,
01/04/1982,19650,,17054,8057,2889,18738,66388,,,3971,78,24967,156,,13,92485,
01/05/1982,19952,,18954,6657,2889,18888,67338,,,3971,77,24790,159,,9,93625,
01/06/1982,20150,,19102,7901,3092,18926,69171,,,5054,76,24613,162,,9,97405,
01/07/1982,20575,,19001,8376,2567,18926,69445,,,5054,75,24438,164,,14,96544,
01/08/1982,21550,,19151,8976,2567,18926,71170,,,5054,73,24279,165,,11,97332,
01/09/1982,22825,,19244,9538,2764,18669,73040,,,4798,71,24157,166,,8,98312,
01/10/1982,24625,,19204,9524,2993,18969,75315,,,4797,70,24106,168,,28,99937,
01/11/1982,25425,,19379,9723,3493,19494,77514,,,4797,69,33733,169,,10,112748,
01/12/1982,25725,,19037,9896,4644,18974,78276,,,4891,70,33584,170,,35,112434,
01/01/1983,26200,,19037,9882,4658,18974,78751,,,4891,68,33308,171,,12,112611,
01/02/1983,26725,,19137,9827,5338,19062,80089,,,4891,68,33062,171,,14,113704,
01/03/1983,29125,,18721,10041,5516,19067,82471,,,4872,67,32753,171,,16,115774,
01/04/1983,31100,,18536,10181,6116,19352,85285,,,4562,66,32536,174,,13,118370,
01/05/1983,32250,,17856,9633,7042,19800,86580,,,4256,66,32254,176,,27,119399,
01/06/1983,33325,,18962,9044,7383,19986,88699,,,4200,66,31986,179,,12,121235,
01/07/1983,34725,,19402,8778,7792,20201,90899,,,4200,65,31760,181,,10,123208,
01/08/1983,36275,,19402,8878,8092,20451,93099,,,4200,64,31541,182,,9,125191,
01/09/1983,37825,,17708,9223,8974,21429,95159,,,4203,65,31352,183,,98,127159,
01/10/1983,39300,,17862,9302,9514,21454,97431,,,4326,65,31313,185,,61,129356,
01/11/1983,38975,,18331,9107,9514,21879,97806,,,4326,65,40104,186,,39,138502,
01/12/1983,39025,,17952,9336,10114,21962,98388,,,4337,65,39704,186,,41,138694,
01/01/1984,39050,,17950,9336,10115,21961,98413,,,4337,65,39328,186,,32,138335,
01/02/1984,40300,,18192,8495,11039,22611,100638,,,4337,66,38868,186,,33,140101,
01/03/1984,41700,,19418,7683,11301,22880,102982,,,4306,65,38403,189,,26,142507,
01/04/1984,42825,,18164,8130,11739,23130,103988,,,4305,65,37955,191,,31,143074,
01/05/1984,44425,,18097,8477,12387,23430,106815,,,4457,64,37268,194,,26,146019,
01/06/1984,46700,,18872,7681,13657,23590,110500,,,4517,64,36122,198,,32,148597,
01/07/1984,47825,,19918,6881,14237,23615,112475,,,4517,64,35532,200,,26,151277,
01/08/1984,49900,,19378,7724,14702,24365,116068,,,4517,64,34441,201,,28,152199,
01/09/1984,51150,,20635,6937,14740,25165,118627,,,4427,64,34099,203,,25,154652,
01/10/1984,52750,,19807,7423,15103,26340,121423,,,4426,65,33893,203,,30,157248,
01/11/1984,49950,,20124,7294,15190,27115,119673,,,4426,67,43858,205,,23,164929,
01/12/1984,49675,,20061,7590,15835,27067,120229,,,4410,67,43498,205,,29,165110,
01/01/1985,50250,,18427,7940,17405,27067,121090,,,4410,67,43106,205,,22,165573,
01/02/1985,50350,,18981,8183,18050,27110,122674,,,4410,67,42679,205,,21,168560,
01/03/1985,52300,,20182,9110,17999,27035,126626,,,4972,66,42167,205,,22,172101,
01/04/1985,53900,,20253,9110,19027,27035,129325,,,4971,66,41770,207,,20,173858,
01/05/1985,55300,,20231,11550,18194,27835,133109,,,4971,66,41312,210,,22,177052,
01/06/1985,56350,,20662,11561,18647,28181,135402,,,4964,66,40925,309,,20,178852,
01/07/1985,57400,,19826,12468,20640,28506,138840,,,6177,66,40578,311,,22,180929,
01/08/1985,60250,,19783,12468,21133,28506,142140,,,6177,64,40255,313,,19,183884,
01/09/1985,62100,,19870,13227,21262,28841,145300,,,6387,64,39998,338,,21,187346,
01/10/1985,64550,,19393,13137,22242,29231,148554,,,6042,64,39882,352,,21,190499,
01/11/1985,62850,,19866,12878,23458,29606,148658,,,6971,65,50183,366,,17,201464,
01/12/1985,59400,,19744,13343,24524,28996,146008,,,7163,66,49493,375,,22,199193,
01/01/1986,56950,,19230,13343,25038,28996,143557,,,7163,67,48568,394,,17,196951,
01/02/1986,59500,,19163,14826,26726,29346,149561,,,9299,66,46068,394,,18,202037,
01/03/1986,61950,,19322,14462,27391,29319,152443,,,9331,65,44607,445,,30,202005,
01/04/1986,63250,,19715,14493,27567,30746,155771,,,9330,65,44045,506,,18,204052,
01/05/1986,65600,,19555,15784,27402,30671,159011,,,9330,64,43501,790,,19,206406,
01/06/1986,66450,,20115,15731,28467,29838,160600,,,9399,63,43015,1128,,20,208018,
01/07/1986,66250,,21432,16359,28551,30163,162754,,,10107,63,42465,1351,,17,209015,
01/08/1986,66750,,21815,16416,28611,30163,163754,,,10107,62,42056,1457,,16,209766,
01/09/1986,67100,,22011,16474,29241,30436,165263,,,10290,62,41726,1570,,15,210626,
01/10/1986,70550,878,22467,15642,30649,30736,170922,,,10289,61,41569,1571,,17,216131,
01/11/1986,68100,1243,22895,14724,31223,30736,168920,,,9873,62,45641,1574,,15,218203,
01/12/1986,69700,1297,23956,15452,30084,31082,171569,,,9820,61,45185,1601,,20,220372,
01/01/1987,71450,1175,23950,15602,31039,31507,174723,,,9820,60,44869,1601,,16,223212,
01/02/1987,74550,1261,25391,15530,30016,32257,179005,,,9820,59,44338,1613,,15,226975,
01/03/1987,76950,1045,25426,14844,31630,31740,181635,,,9120,59,43854,1796,,18,229349,
01/04/1987,79950,1112,25321,15983,31494,31740,185601,,,9119,58,43502,1933,,15,233097,
01/05/1987,76900,1373,26622,14323,33362,31081,183662,,,9119,59,43004,1936,,20,230668,
01/06/1987,78250,1667,25181,16088,33655,31097,185938,,,8951,59,42366,2189,,33,232603,
01/07/1987,80000,1670,25242,17137,33644,31422,189115,,,8951,58,41832,2293,,24,235341,
01/08/1987,80250,1585,26467,16187,33644,31897,190030,,,8951,58,41324,2294,,20,235744,
01/09/1987,81450,1465,27156,17336,32721,32335,192463,,,8806,57,40882,2345,,21,237757,
01/10/1987,85000,1456,27677,17164,33021,32185,196503,,,8748,56,41747,2350,,20,242665,
01/11/1987,77200,1473,26946,17664,33471,32185,188938,,,8492,58,54117,2493,,36,247630,
01/12/1987,74200,1391,26701,19659,32016,32452,186418,,,9004,59,53799,2492,,34,245199,
01/01/1988,74400,1336,26701,19659,32466,32452,187014,,,9004,59,53625,2492,,23,245608,
01/02/1988,77500,1241,27304,20605,31741,32802,191193,,,9004,58,53071,2492,,31,249242,
01/03/1988,81050,1045,26908,19790,32972,32667,194431,,,8438,57,52558,2492,,36,251774,
01/04/1988,83650,1078,26908,19908,33781,32658,197982,,,8431,56,52191,2493,,27,254951,
01/05/1988,83900,1166,28224,20142,33281,32658,199370,,,8431,56,51683,2635,,20,255966,
01/06/1988,88100,881,28217,20702,33274,33451,204624,,,7945,55,51129,2858,,20,260697,
01/07/1988,88400,1107,29917,21802,30749,34151,206125,,,7945,54,50654,2981,,16,260749,
01/08/1988,86800,1063,29917,22402,31249,34151,205581,,,7945,54,50191,2981,,14,259740,
01/09/1988,88600,899,31724,21741,30981,34877,208822,,,7924,54,49719,2981,,15,262495,
01/10/1988,93600,1275,30683,23048,31282,34526,214414,,,7316,53,49363,3004,,24,267763,
01/11/1988,91850,1070,30058,23048,31882,34526,212435,,,7316,53,53970,3006,,41,270410,
01/12/1988,95100,1245,31734,21975,32645,33801,216499,,,7356,52,53318,3007,,29,273856,
01/01/1989,95200,1185,31734,21975,33895,33801,217789,,,7356,52,52750,3006,,19,274567,
01/02/1989,101000,1109,32630,22279,32576,34087,223680,,,7048,50,48944,3006,,22,276654,
01/03/1989,102700,1131,32910,22722,31851,34937,226251,,,6672,51,47048,3006,,30,277268,
01/04/1989,105800,1148,33256,23119,31377,34937,229636,,,6566,50,45612,3007,,28,279216,
01/05/1989,108250,1131,33274,24175,30177,34937,231944,,,6440,49,43985,3011,,18,279676,
01/06/1989,114850,1078,35414,22029,29510,35462,238343,,,6292,48,42774,3068,,31,284882,
01/07/1989,114400,1117,35249,20981,30385,35912,238044,,,5754,48,42258,3070,,45,284082,
01/08/1989,116550,1260,34807,20981,32535,36462,242595,,,5754,48,41813,3070,,29,288171,
01/09/1989,115900,871,35947,20119,32491,37212,242540,,,5739,48,41451,3070,,24,287762,
01/10/1989,115550,910,35222,23419,29904,37923,242928,,,5413,49,41304,3070,,31,288010,
01/11/1989,118800,1030,34841,22919,30654,38673,246917,,,5207,48,42951,3072,,28,292968,
01/12/1989,120550,788,36149,23486,31768,36373,249113,,,5070,48,42497,3072,,39,294721,
01/01/1990,119100,1029,36149,24336,32418,36373,249404,,,5070,48,42218,3071,,21,294715,
01/02/1990,118150,1050,36506,23661,32268,38398,250032,,,5070,48,41365,3071,,78,294547,
01/03/1990,118550,1446,35442,26982,30464,39157,252041,,,4364,49,40207,3073,,29,295349,
01/04/1990,122900,884,36360,28278,29819,39097,257338,,,4263,48,39058,3075,,23,299494,
01/05/1990,123050,955,35795,27146,31303,39055,257302,,,4031,49,36974,3079,,29,297385,
01/06/1990,124150,993,37040,29372,28192,39905,259651,,,4092,48,35839,3458,,28,298976,
01/07/1990,125050,864,39122,26839,31268,38180,261323,,,4092,48,35382,3460,,38,300203,
01/08/1990,130900,895,37597,26889,33768,38780,268828,,,4092,48,34901,3460,,63,307252,
01/09/1990,130300,849,40227,24438,34153,39230,269198,,,4257,48,34651,3460,,49,307358,
01/10/1990,131750,1008,41230,23997,33620,40530,272134,,,4257,48,34374,3459,,44,310012,
01/11/1990,133800,1074,41230,24574,33842,41230,275750,,,4257,48,34774,3481,,34,314039,
01/12/1990,135400,1122,42216,26827,31383,42196,279143,,,4327,48,34406,3493,,45,317087,
01/01/1991,138750,1089,42216,26827,31383,42896,283160,,,4327,48,34256,3493,,33,320942,
01/02/1991,138000,998,43411,25512,31623,45121,284665,,,3641,49,34041,3493,,31,322230,
01/03/1991,139150,1008,44704,26609,32197,43646,287314,,,3555,49,33781,3492,,53,324640,
01/04/1991,142900,1028,45722,25584,32013,43646,290893,,,3364,48,33594,3495,,33,328015,
01/05/1991,143250,965,45606,27684,31138,44071,292714,,,3364,49,33362,3499,,50,329625,
01/06/1991,144300,876,46625,29193,33613,41321,295928,,,3342,49,33195,3503,,36,332661,
01/07/1991,146450,888,45575,28568,33688,43822,298990,,,3342,50,33060,3505,,36,335591,
01/08/1991,149600,971,45575,28568,34588,44622,303923,,,3342,50,32915,3504,,24,340367,
01/09/1991,150200,656,44492,28657,35683,46322,306010,,,3368,50,32796,3504,,40,342350,
01/10/1991,149050,195,47100,29082,34631,46948,307006,,,3368,51,32593,3503,,27,343130,
01/11/1991,147900,117,47070,29076,35633,47918,307714,,,3368,51,36075,3503,,22,347314,
01/12/1991,147600,44,48228,26514,39558,46494,308438,,,3539,53,35833,3503,,47,347820,
01/01/1992,149400,31,48228,26514,39558,47344,311074,,,3539,53,35658,3502,,29,350264,
01/02/1992,150250,31,48082,25414,40971,47131,311878,,,3539,52,35334,3502,,29,350743,
01/03/1992,152300,0,50723,25144,37921,47806,313893,,,3535,52,35031,3501,,29,352454,
01/04/1992,157250,0,52066,23794,40871,44856,318836,,,3528,51,34737,3501,,26,357100,
01/05/1992,153000,0,51907,26170,43045,43906,318027,,,3369,52,34450,3503,,20,356001,
01/06/1992,158500,0,52987,23085,44545,43906,323024,,,2715,51,34230,3507,,62,360823,
01/07/1992,163050,0,51342,27132,43145,43906,328575,,,2715,51,34015,3509,,82,366181,
01/08/1992,162350,0,51342,28832,43145,44906,330575,,,2715,51,33863,3509,,64,368011,
01/09/1992,161300,0,51144,28903,44845,46406,332598,,,2862,51,33705,3508,,56,369867,
01/10/1992,159700,0,51496,30925,43570,48106,333798,,,2862,52,33403,3508,,49,370757,
01/11/1992,156600,0,53119,28802,43570,49406,331498,,,2862,52,35627,3507,,42,370674,
01/12/1992,159450,946,54616,25777,46795,47782,335366,,,2884,52,34973,3507,,39,373885,
01/01/1993,157650,1899,54616,27577,46795,49182,337718,,,2884,52,34794,3507,,30,376050,
01/02/1993,157950,2184,57537,27606,44695,48982,338954,,,2884,53,34280,3506,,33,376773,
01/03/1993,162050,2552,60879,29228,42273,48982,345964,,,2926,52,33884,3505,,27,383381,
01/04/1993,165900,2745,59954,31028,42273,50082,351982,,,2926,52,33619,3505,,27,389133,
